id_unidad,clues,clave_presupuestal,nombre_corto,derechohabientes_primer_nivel,derechohabientes_segundo_nivel,derechohabientes_tercer_nivel
U_ISSSTE_540,MSIST000136,017-205-09,CAF Axochiapan,"3,506",No aplica,No aplica
U_ISSSTE_541,MSIST000310,017-205-11,CAF Atlatlahucan,"1,957",No aplica,No aplica
U_ISSSTE_542,MSIST000322,017-205-12,CAF Ocuituco,"1,425",No aplica,No aplica
U_ISSSTE_543,PENDIENTE,017-206-00,CMF Cuernavaca,"96,493",No aplica,No aplica
U_ISSSTE_544,MSIST000165,017-206-02,CAF Emiliano Zapata,"8,960",No aplica,No aplica
U_ISSSTE_545,MSIST000182,017-206-03,CAF Jiutepec,"18,325",No aplica,No aplica
U_ISSSTE_546,MSIST000194,017-206-06,CAF Puente de Ixtla,"5,233",No aplica,No aplica
U_ISSSTE_547,MSIST000153,017-206-07,CMCT SEP (Cuernavaca),No disponible,No disponible,No disponible
U_ISSSTE_548,MSIST000083,017-206-08,UMF Temixco,"11,371",No aplica,No aplica
U_ISSSTE_549,MSIST000223,017-206-09,CAF Tepoztlán,"4,951",No aplica,No aplica
U_ISSSTE_550,MSIST000095,017-206-10,UMF Tetecala,"6,935",No aplica,No aplica
U_ISSSTE_551,MSIST000170,017-206-13,CAF Tres Marías,"2,696",No aplica,No aplica
U_ISSSTE_552,MSIST000264,017-206-14,CAF Xochitepec,"6,629",No aplica,No aplica
U_ISSSTE_553,MSIST000054,017-208-00,CMFEQ Jojutla de Juárez,"15,581","50,163",No aplica
U_ISSSTE_554,MSIST000013,017-208-01,UMF Amacuzac,"2,897",No aplica,No aplica
U_ISSSTE_555,MSIST000100,017-208-02,UMF Tlaquiltenango,"3,839",No aplica,No aplica
U_ISSSTE_556,MSIST000240,017-208-03,CAF Tlaltizapán,"4,828",No aplica,No aplica
U_ISSSTE_557,MSIST000206,017-208-04,CAF Xoxocotla,"2,979",No aplica,No aplica
U_ISSSTE_558,MSIST000124,017-208-05,UMF Zacatepec,"7,871",No aplica,No aplica
U_ISSSTE_559,PENDIENTE,017-209-00,HG Dr. Carlos Calero Elorduy,No aplica,"149,425",No aplica
U_ISSSTE_560,NTIST000260,018-204-00,HG Tepic,No aplica,"223,591",No aplica
U_ISSSTE_561,NTIST000016,018-205-00,CMF Acaponeta,"9,136",No aplica,No aplica
U_ISSSTE_562,NTIST000231,018-205-01,CAF San Felipe Aztatán,"1,370",No aplica,No aplica
U_ISSSTE_563,NTIST000086,018-205-03,UMF Rosamorada,"1,948",No aplica,No aplica
U_ISSSTE_564,NTIST000173,018-205-04,CAF Ruíz,"1,682",No aplica,No aplica
U_ISSSTE_565,NTIST000115,018-205-05,UMF Tecuala,"3,132",No aplica,No aplica
U_ISSSTE_566,NTIST000132,018-205-06,UMF Tuxpan,"5,466",No aplica,No aplica
U_ISSSTE_567,NTIST000161,018-205-07,CAF Huajicori,313,No aplica,No aplica
U_ISSSTE_568,NTIST000243,018-206-00,"CMF Dr. Joaquín Cánovas Puchades,Tepic","169,772",No aplica,No aplica
U_ISSSTE_569,NTIST000021,018-206-01,UMF Ahuacatlán,"2,423",No aplica,No aplica
U_ISSSTE_570,NTIST000156,018-206-02,CAF Amatlán de Cañas,"1,134",No aplica,No aplica
U_ISSSTE_571,NTIST000033,018-206-03,UMF Compostela,"5,794",No aplica,No aplica
U_ISSSTE_572,NTIST000062,018-206-04,UMF Ixtlán del Río,"5,621",No aplica,No aplica
U_ISSSTE_573,NTIST000050,018-206-06,UMF Las Varas,"1,424",No aplica,No aplica
U_ISSSTE_574,NTIST000074,018-206-07,UMF Jala,"2,402",No aplica,No aplica
U_ISSSTE_575,NTIST000202,018-206-08,CAF San Blas,"1,393",No aplica,No aplica
U_ISSSTE_576,NTIST000045,018-206-09,UMF Peñita de Jaltemba,"1,182",No aplica,No aplica
U_ISSSTE_577,NTIST000144,018-206-10,UMF San Juan de Abajo,"2,813",No aplica,No aplica
U_ISSSTE_578,NTIST000226,018-206-11,CAF Santa María del Oro,"1,695",No aplica,No aplica
U_ISSSTE_579,NTIST000091,018-206-12,UMF Santiago Ixcuintla,"5,161",No aplica,No aplica
U_ISSSTE_580,NTIST000103,018-206-13,UMF Villa Hidalgo,"1,926",No aplica,No aplica
U_ISSSTE_581,NTIST000214,018-206-16,CAF San Pedro Lagunillas,617,No aplica,No aplica
U_ISSSTE_582,PENDIENTE,018-206-17,CAF Islas Marías ,No disponible,No disponible,No disponible
U_ISSSTE_583,NLIST000093,019-204-00,CH Constitución,"101,039","275,887",No aplica
U_ISSSTE_584,NLIST000233,019-204-01,CAF Aramberri,844,No aplica,No aplica
U_ISSSTE_585,NLIST000315,019-204-02,CAF Cd. Allende,"1,502",No aplica,No aplica
U_ISSSTE_586,NLIST000146,019-204-03,CAF UHF. Col. Burócratas Federales,"9,065",No aplica,No aplica
U_ISSSTE_587,NLIST000023,019-204-04,UMF Cadereyta de Jiménez,"4,540",No aplica,No aplica
U_ISSSTE_588,NLIST000011,019-204-05,UMF Cd. Anáhuac,"1,962",No aplica,No aplica
U_ISSSTE_589,NLIST000035,019-204-07,UMF Doctor Arroyo,"3,860",No aplica,No aplica
U_ISSSTE_590,NLIST000040,019-204-08,UMF Galeana,"3,725",No aplica,No aplica
U_ISSSTE_591,NLIST000064,019-204-09,UMF Gral. Bravo,827,No aplica,No aplica
U_ISSSTE_592,NLIST000320,019-204-10,CAF Gral. Terán,952,No aplica,No aplica
U_ISSSTE_593,NLIST000262,019-204-12,CAF Iturbide,136,No aplica,No aplica
U_ISSSTE_594,NLIST000245,019-204-13,CAF La Ascensión,467,No aplica,No aplica
U_ISSSTE_595,NLIST000303,019-204-14,CAF Lampazos de Naranjo,185,No aplica,No aplica
U_ISSSTE_596,NLIST000081,019-204-16,UMF Montemorelos,"7,620",No aplica,No aplica
U_ISSSTE_597,NLIST000274,019-204-17,CMCT Palacio Federal (Monterrey),No disponible,No disponible,No disponible
U_ISSSTE_598,NLIST000180,019-204-18,CMCT SAT Administración Fiscal,No disponible,No disponible,No disponible
U_ISSSTE_599,NLIST000110,019-204-19,UMF Sabinas Hidalgo,"5,671",No aplica,No aplica
U_ISSSTE_600,NLIST000122,019-204-23,UMF Villa de Santiago,"2,215",No aplica,No aplica
U_ISSSTE_601,NLIST000361,019-204-24,CAF Cerralvo,802,No aplica,No aplica
U_ISSSTE_602,NLIST000332,019-204-25,CAF Hualahuises,712,No aplica,No aplica
U_ISSSTE_603,PENDIENTE,019-204-26,CMCT Sindicato de SARH (SADER),No disponible,No disponible,No disponible
U_ISSSTE_604,NLIST000052,019-204-27,UMF El Potosí,134,No aplica,No aplica
U_ISSSTE_605,NLIST000175,019-204-29,CAF Villa Dorada,"10,599",No aplica,No aplica
U_ISSSTE_606,NLIST000250,019-204-31,CAF San José de Raíces,156,No aplica,No aplica
U_ISSSTE_607,NLIST000151,019-204-32,CMCT INEGI,No disponible,No disponible,No disponible
U_ISSSTE_608,NLIST000076,019-205-00,CMFEQ Linares,"11,016","29,211",No aplica
U_ISSSTE_609,NLIST000373,019-206-00,CMF Guadalupe Col. de Maestros,"73,910",No aplica,No aplica
U_ISSSTE_610,NLIST000385,019-208-00,CMF Escobedo,"64,909",No aplica,No aplica
U_ISSSTE_611,OCIST000136,020-204-00,CMF Salina Cruz,"15,297",No aplica,No aplica
U_ISSSTE_612,OCIST000025,020-204-01,UMF Ciudad Ixtepec,"13,222",No aplica,No aplica
U_ISSSTE_613,OCIST000066,020-204-02,UMF Juchitán de Zaragoza,"21,306",No aplica,No aplica
U_ISSSTE_614,OCIST000585,020-204-03,UMF Unión Hidalgo,"4,770",No aplica,No aplica
U_ISSSTE_615,OCIST000544,020-204-04,CAF Santiago Laollaga,"1,154",No aplica,No aplica
U_ISSSTE_616,OCIST000515,020-204-05,CAF Santiago Astata,372,No aplica,No aplica
U_ISSSTE_617,OCIST000322,020-204-06,CAF El Espinal,"4,299",No aplica,No aplica
U_ISSSTE_618,OCIST000252,020-205-00,CH Tehuantepec,"18,626","95,954",No aplica
U_ISSSTE_619,OCIST000083,020-205-01,UMF Matías Romero,"9,557",No aplica,No aplica
U_ISSSTE_620,OCIST000211,020-205-02,UMF San Pedro Tapanatepec,"2,426",No aplica,No aplica
U_ISSSTE_621,OCIST000141,020-205-03,UMF San Francisco Ixhuatán,"2,281",No aplica,No aplica
U_ISSSTE_622,OCIST000392,020-205-04,CAF San Francisco del Mar,929,No aplica,No aplica
U_ISSSTE_623,OCIST000346,020-205-05,CAF Palomares,643,No aplica,No aplica
U_ISSSTE_624,OCIST000556,020-205-06,CAF Santo Domingo Zanatepec,"1,072",No aplica,No aplica
U_ISSSTE_625,PENDIENTE,020-205-07,CAF San Pedro Comitancillo,No disponible,No disponible,No disponible
U_ISSSTE_626,OCIST000165,020-206-00,CH Tuxtepec,"35,382","62,166",No aplica
U_ISSSTE_627,OCIST000305,020-206-01,UMF Acatlán de Pérez Figueroa,"1,788",No aplica,No aplica
U_ISSSTE_628,OCIST000071,020-206-02,UMF Loma Bonita,"3,177",No aplica,No aplica
U_ISSSTE_629,OCIST000170,020-206-04,UMF San Lucas Ojitlán,"3,429",No aplica,No aplica
U_ISSSTE_630,OCIST000182,020-206-05,UMF Temascal,"3,965",No aplica,No aplica
U_ISSSTE_631,OCIST000590,020-206-06,CAF Valle Nacional,"2,697",No aplica,No aplica
U_ISSSTE_632,OCIST000380,020-206-08,CAF San Felipe Usila,970,No aplica,No aplica
U_ISSSTE_633,OCIST000042,020-207-00,CH Huajuapan de León,"27,262","34,732",No aplica
U_ISSSTE_634,OCIST000532,020-207-02,CAF Juxtlahuaca,"2,998",No aplica,No aplica
U_ISSSTE_635,OCIST000264,020-207-05,UMF Silacayoápam,577,No aplica,No aplica
U_ISSSTE_636,OCIST000276,020-207-06,UMF Tamazulapam,"3,895",No aplica,No aplica
U_ISSSTE_637,OCIST000124,020-207-08,UMF Putla Villa de Guerrero,"9,092",No aplica,No aplica
U_ISSSTE_638,OCIST000462,020-208-00,CMFEQ Puerto Escondido,"17,578","36,818",No aplica
U_ISSSTE_639,OCIST000206,020-208-02,UMF Pochutla,"7,560",No aplica,No aplica
U_ISSSTE_640,OCIST000474,020-208-03,UMF Río Grande,"4,164",No aplica,No aplica
U_ISSSTE_641,OCIST000223,020-208-04,UMF Santa Rosa de Lima,"1,666",No aplica,No aplica
U_ISSSTE_642,OCIST000486,020-208-05,CAF Juquila,"1,540",No aplica,No aplica
U_ISSSTE_643,OCIST000491,020-208-09,CAF Santa María Huatulco,"4,059",No aplica,No aplica
U_ISSSTE_644,OCIST000503,020-208-12,CAF Santa Cruz Huatulco,251,No aplica,No aplica
U_ISSSTE_645,OCIST000100,020-209-00,CMFEQ Oaxaca,"199,210","245,953",No aplica
U_ISSSTE_646,OCIST000351,020-209-01,CAF Ayutla Mixe,"2,251",No aplica,No aplica
U_ISSSTE_647,OCIST000404,020-209-02,CAF Cuicatlán,"2,869",No aplica,No aplica
U_ISSSTE_648,OCIST000030,020-209-04,UMF Guelatao de Juárez,"2,884",No aplica,No aplica
U_ISSSTE_649,OCIST000054,020-209-05,UMF Huautla de Jiménez,"5,883",No aplica,No aplica
U_ISSSTE_650,OCIST000095,020-209-06,UMF Miahuatlán de Porfirio Díaz,"8,273",No aplica,No aplica
U_ISSSTE_651,OCIST000363,020-209-07,CAF Ocotlán de Morelos,"5,197",No aplica,No aplica
U_ISSSTE_652,OCIST000450,020-209-08,UMF San Pablo Huixtepec,"7,074",No aplica,No aplica
U_ISSSTE_653,OCIST000281,020-209-10,UMF Teotitlán de Flores Magón,"4,792",No aplica,No aplica
U_ISSSTE_654,OCIST000153,020-209-11,UMF Telixtlahuaca,"4,749",No aplica,No aplica
U_ISSSTE_655,OCIST000573,020-209-12,CAF Tlacolula de Matamoros,"5,863",No aplica,No aplica
U_ISSSTE_656,OCIST000013,020-209-14,UMF Asunción Nochixtlán,"5,728",No aplica,No aplica
U_ISSSTE_657,OCIST000614,020-209-17,CAF Tamazulápam del Espíritu Santo,"1,855",No aplica,No aplica
U_ISSSTE_658,OCIST000240,020-210-00,CH Pinotepa Nacional,"26,080","26,080",No aplica
U_ISSSTE_659,PENDIENTE,020-210-01,CAF Cacahuatepec,No disponible,No disponible,No disponible
U_ISSSTE_660,OCIST000235,020-211-00,CMFEQ Tlaxiaco,"16,112","27,289",No aplica
U_ISSSTE_661,OCIST000310,020-211-01,CAF Chalcatongo de Hidalgo,"2,085",No aplica,No aplica
U_ISSSTE_662,PLIST000014,021-205-00,CMF Acatlán de Osorio,"13,475",No aplica,No aplica
U_ISSSTE_663,PLIST000026,021-206-00,CMF Atlixco,"17,241",No aplica,No aplica
U_ISSSTE_664,PLIST000253,021-206-01,CAF Estación Atencingo,"2,786",No aplica,No aplica
U_ISSSTE_665,PLIST000241,021-206-02,UMF Chiautla de Tapia,"3,387",No aplica,No aplica
U_ISSSTE_666,PLIST000096,021-206-03,UMF Izúcar de Matamoros,"11,930",No aplica,No aplica
U_ISSSTE_667,PLIST000072,021-207-00,CH Huauchinango,"20,060","44,048",No aplica
U_ISSSTE_668,PLIST000311,021-207-01,CAF Pahuatlán del Valle,974,No aplica,No aplica
U_ISSSTE_669,PLIST000195,021-207-02,UMF Xicotepec de Juárez,"6,841",No aplica,No aplica
U_ISSSTE_670,PLIST000055,021-207-03,UMF Chignahuapan,"3,131",No aplica,No aplica
U_ISSSTE_671,PLIST000393,021-207-04,CAF Tetela de Ocampo,"2,394",No aplica,No aplica
U_ISSSTE_672,PLIST000200,021-207-05,UMF Zacatlán,"10,648",No aplica,No aplica
U_ISSSTE_673,PLIST000154,021-208-00,CH Tehuacán,"43,352","59,922",No aplica
U_ISSSTE_674,PLIST000043,021-208-01,UMF Cd. Serdán,"4,490",No aplica,No aplica
U_ISSSTE_675,PLIST000060,021-208-02,UMF Esperanza,"1,405",No aplica,No aplica
U_ISSSTE_676,PLIST000270,021-208-05,CAF Guadalupe Victoria,874,No aplica,No aplica
U_ISSSTE_677,PLIST000125,021-209-00,CMF San Martín Texmelucan,"18,363",No aplica,No aplica
U_ISSSTE_678,PLIST000282,021-209-01,CAF Huejotzingo,"5,505",No aplica,No aplica
U_ISSSTE_679,PLIST000171,021-210-00,CH Teziutlán,"21,791","56,032",No aplica
U_ISSSTE_680,PLIST000031,021-210-01,UMF Cuetzalan del Progreso,"5,497",No aplica,No aplica
U_ISSSTE_681,PLIST000183,021-210-04,UMF Tlatlauquitepec,"12,522",No aplica,No aplica
U_ISSSTE_682,PLIST000422,021-210-06,CAF Zacapoaxtla,"9,288",No aplica,No aplica
U_ISSSTE_683,PLIST000460,021-210-07,UMF Zaragoza,"4,786",No aplica,No aplica
U_ISSSTE_684,PLIST000480,021-210-11,CAF Huehuetla,"2,148",No aplica,No aplica
U_ISSSTE_685,PLIST000212,021-214-00,CMFEQ Puebla,"181,310","245,327",No aplica
U_ISSSTE_686,PLIST000381,021-214-04,CAF Villa Rafael Lara Grajales,"1,036",No aplica,No aplica
U_ISSSTE_687,PLIST000306,021-214-05,CAF Libres,"3,062",No aplica,No aplica
U_ISSSTE_688,PLIST000084,021-214-06,UMF San Juan Ixcaquixtla,"4,034",No aplica,No aplica
U_ISSSTE_689,PLIST000142,021-214-07,UMF Tecamachalco,"6,528",No aplica,No aplica
U_ISSSTE_690,PLIST000166,021-214-08,UMF Tepeaca,"8,596",No aplica,No aplica
U_ISSSTE_691,PLIST000224,021-214-11,CAF Acatzingo de Hidalgo,"2,715",No aplica,No aplica
U_ISSSTE_692,PLIST000130,021-214-12,UMF Cholula,"24,871",No aplica,No aplica
U_ISSSTE_693,PLIST000113,021-214-13,UMF Col. Magisterial Federal México 68,60,No aplica,No aplica
U_ISSSTE_694,PLIST000323,021-214-14,CAF UH. FOVISSSTE San Roque,299,No aplica,No aplica
U_ISSSTE_695,PLIST000335,021-214-15,CMCT SNTE (Puebla),No disponible,No disponible,No disponible
U_ISSSTE_696,PLIST000340,021-214-16,CAF Col. Reforma Sur,"2,422",No aplica,No aplica
U_ISSSTE_697,PLIST000352,021-214-17,CAF UH FOVISSSTE Villa Verde,"1,229",No aplica,No aplica
U_ISSSTE_698,PLIST000364,021-214-27,CMCT SAT Puebla Sur,No disponible,No disponible,No disponible
U_ISSSTE_699,PLIST000376,021-214-28,CMCT Secretaría de Educación del Estado de Puebla-SEP,No disponible,No disponible,No disponible
U_ISSSTE_700,PLIST000451,021-214-29,CMCT TFJA (San Andrés Cholula),No disponible,No disponible,No disponible
U_ISSSTE_701,QTIST000051,022-205-00,CMF Querétaro,"92,364",No aplica,No aplica
U_ISSSTE_702,QTIST000010,022-205-03,UMF Amealco,"3,203",No aplica,No aplica
U_ISSSTE_703,QTIST000022,022-205-05,UMF Cadereyta de Montes,"6,253",No aplica,No aplica
U_ISSSTE_704,QTIST000121,022-205-06,CAF Villa Colón,"2,206",No aplica,No aplica
U_ISSSTE_705,QTIST000133,022-205-07,CAF Ezequiel Montes,"2,363",No aplica,No aplica
U_ISSSTE_706,QTIST000034,022-205-08,UMF Jalpan de Serra,"7,861",No aplica,No aplica
U_ISSSTE_707,QTIST000150,022-205-13,UMF Tequisquiapan,"5,231",No aplica,No aplica
U_ISSSTE_708,QTIST000092,022-205-14,UMF Tolimán,"2,770",No aplica,No aplica
U_ISSSTE_709,QTIST000145,022-205-16,CAF Pedro Escobedo,"2,827",No aplica,No aplica
U_ISSSTE_710,QTIST000063,022-205-18,UMF Col. Satélite,"21,046",No aplica,No aplica
U_ISSSTE_711,QTIST000075,022-205-19,UMF Azteca III,"12,544",No aplica,No aplica
U_ISSSTE_712,QTIST000046,022-206-00,HG Querétaro,No aplica,"169,767",No aplica
U_ISSSTE_713,PENDIENTE,022-207-00,CMFEQ San Juan del Río,"23,714","23,714",No aplica
U_ISSSTE_714,QRIST000043,023-204-00,CH Chetumal,"85,111","107,372",No aplica
U_ISSSTE_715,QRIST000026,023-204-01,UMF Felipe Carrillo Puerto,"11,017",No aplica,No aplica
U_ISSSTE_716,QRIST000060,023-204-02,UMF José Ma. Morelos,"5,993",No aplica,No aplica
U_ISSSTE_717,QRIST000096,023-204-03,CAF Bacalar,"5,251",No aplica,No aplica
U_ISSSTE_718,QRIST000055,023-205-00,CH Cd. Cancún,"61,861","82,270",No aplica
U_ISSSTE_719,QRIST000072,023-205-01,UMF Kantunilkín,"2,521",No aplica,No aplica
U_ISSSTE_720,QRIST000031,023-205-02,UMF Isla Mujeres,"3,160",No aplica,No aplica
U_ISSSTE_721,PENDIENTE,023-205-05,UMF Playa del Carmen,"14,728",No aplica,No aplica
U_ISSSTE_722,QRIST000014,023-206-00,CMFEQ Cozumel,"13,261","13,261",No aplica
U_ISSSTE_723,QRIST000084,023-207-00,CE Clidda Chetumal,No disponible,No disponible,No disponible
U_ISSSTE_724,SPIST000113,024-204-00,"HG San Luis Potosí, S.L.P.",No aplica,"70,402",No aplica
U_ISSSTE_725,SPIST000055,024-205-00,CH Ciudad Valles,"39,343","58,797",No aplica
U_ISSSTE_726,SPIST000072,024-205-02,UMF Ébano,"3,187",No aplica,No aplica
U_ISSSTE_727,SPIST000282,024-205-03,CAF Tamasopo,957,No aplica,No aplica
U_ISSSTE_728,SPIST000154,024-205-04,UMF Tanquián de Escobedo,"4,183",No aplica,No aplica
U_ISSSTE_729,SPIST000183,024-205-05,UMF Xilitla,"2,897",No aplica,No aplica
U_ISSSTE_730,SPIST000043,024-205-10,UMF Tancanhuitz de Santos,"6,435",No aplica,No aplica
U_ISSSTE_731,SPIST000294,024-205-11,CAF San Vicente,"1,679",No aplica,No aplica
U_ISSSTE_732,SPIST000311,024-205-14,CAF El Naranjo,116,No aplica,No aplica
U_ISSSTE_733,SPIST000212,024-206-00,"CMFEQ Dr. Pedro Bárcena Hiriart, S.L.P.","121,451","121,451",No aplica
U_ISSSTE_734,SPIST000130,024-206-01,UMF Col. Burócratas,"27,540",No aplica,No aplica
U_ISSSTE_735,SPIST000026,024-206-03,UMF Cerritos,"2,757",No aplica,No aplica
U_ISSSTE_736,SPIST000060,024-206-04,UMF Cd. Charcas,"2,797",No aplica,No aplica
U_ISSSTE_737,SPIST000101,024-206-05,UMF Salinas de Hidalgo,"2,676",No aplica,No aplica
U_ISSSTE_738,SPIST000166,024-206-07,UMF Villa Hidalgo,569,No aplica,No aplica
U_ISSSTE_739,SPIST000270,024-206-09,UMF Soledad de Graciano Sánchez,"31,376",No aplica,No aplica
U_ISSSTE_740,SPIST000224,024-206-12,CMCT Casa de Moneda,No disponible,No disponible,No disponible
U_ISSSTE_741,SPIST000265,024-206-14,CAF Santa María del Río,"2,687",No aplica,No aplica
U_ISSSTE_742,SPIST000236,024-206-15,CMCT SNTE  (San Luís Potosí),No disponible,No disponible,No disponible
U_ISSSTE_743,SPIST000241,024-206-16,CMCT Secretaría de Educación del Estado de San Luis Potosí-SEP,No disponible,No disponible,No disponible
U_ISSSTE_744,SPIST000084,024-207-00,CH Matehuala,"23,514","23,514",No aplica
U_ISSSTE_745,SPIST000142,024-208-00,CH Tamazunchale,"19,114","28,360",No aplica
U_ISSSTE_746,SPIST000171,024-208-01,UMF Axtla de Terrazas,"4,614",No aplica,No aplica
U_ISSSTE_747,SPIST000253,024-208-02,CAF San Martín Chalchicuautla,"1,062",No aplica,No aplica
U_ISSSTE_748,SPIST000306,024-208-03,CAF Matlapa,"2,840",No aplica,No aplica
U_ISSSTE_749,SPIST000096,024-209-00,CH Ríoverde,"19,787","26,177",No aplica
U_ISSSTE_750,SPIST000014,024-209-01,UMF Cárdenas,"3,390",No aplica,No aplica
U_ISSSTE_751,SPIST000031,024-209-02,UMF Cd. del Maíz,"2,349",No aplica,No aplica
U_ISSSTE_752,SPIST000200,024-209-03,CAF San Ciro de Acosta,651,No aplica,No aplica
U_ISSSTE_753,SLIST000196,025-204-00,CH Mazatlán,"82,642","116,237",No aplica
U_ISSSTE_754,SLIST000056,025-204-01,UMF Concordia,"6,480",No aplica,No aplica
U_ISSSTE_755,SLIST000225,025-204-03,UMF El Rosario,"9,568",No aplica,No aplica
U_ISSSTE_756,SLIST000131,025-204-04,UMF Escuinapa,"11,860",No aplica,No aplica
U_ISSSTE_757,SLIST000242,025-204-05,UMF San Ignacio,"2,146",No aplica,No aplica
U_ISSSTE_758,SLIST000201,025-204-07,UMF La Esperanza,"3,541",No aplica,No aplica
U_ISSSTE_759,SLIST000015,025-205-00,CH Los Mochis,"75,411","115,184",No aplica
U_ISSSTE_760,SLIST000020,025-205-01,UMF Ahome,"4,437",No aplica,No aplica
U_ISSSTE_761,SLIST000172,025-205-03,UMF Estación Bamoa,"2,021",No aplica,No aplica
U_ISSSTE_762,SLIST000114,025-205-04,UMF Choix,"4,071",No aplica,No aplica
U_ISSSTE_763,SLIST000283,025-205-05,CAF El Carrizo,"3,499",No aplica,No aplica
U_ISSSTE_764,SLIST000143,025-205-06,UMF El Fuerte,"6,800",No aplica,No aplica
U_ISSSTE_765,SLIST000370,025-205-07,CAF Estación Naranjo,"1,765",No aplica,No aplica
U_ISSSTE_766,SLIST000295,025-205-09,CAF Higuera de Zaragoza,"2,449",No aplica,No aplica
U_ISSSTE_767,SLIST000184,025-205-10,UMF Gral. Juan José Ríos,"3,907",No aplica,No aplica
U_ISSSTE_768,SLIST000353,025-205-11,CAF Adolfo Ruíz Cortines,"3,009",No aplica,No aplica
U_ISSSTE_769,SLIST000155,025-205-12,UMF San Blas,"2,273",No aplica,No aplica
U_ISSSTE_770,SLIST000254,025-205-13,UMF Sinaloa de Leyva,"6,455",No aplica,No aplica
U_ISSSTE_771,SLIST000266,025-205-14,UMF Ocoroni,"1,108",No aplica,No aplica
U_ISSSTE_772,SLIST000073,025-206-00,CMF Culiacán,"165,446",No aplica,No aplica
U_ISSSTE_773,SLIST000032,025-206-01,UMF Angostura,"5,022",No aplica,No aplica
U_ISSSTE_774,SLIST000044,025-206-02,UMF Badiraguato,"2,475",No aplica,No aplica
U_ISSSTE_775,SLIST000061,025-206-03,UMF Cosalá,"2,967",No aplica,No aplica
U_ISSSTE_776,SLIST000102,025-206-04,UMF El Dorado,"4,010",No aplica,No aplica
U_ISSSTE_777,SLIST000230,025-206-05,UMF Guamúchil,"15,035",No aplica,No aplica
U_ISSSTE_778,SLIST000126,025-206-06,UMF Estación la Cruz,"7,986",No aplica,No aplica
U_ISSSTE_779,SLIST000213,025-206-07,UMF Mocorito,"2,987",No aplica,No aplica
U_ISSSTE_780,SLIST000271,025-206-08,UMF Navolato,"13,868",No aplica,No aplica
U_ISSSTE_781,SLIST000365,025-206-09,UMF Pericos,"1,636",No aplica,No aplica
U_ISSSTE_782,SLIST000336,025-206-10,UMF Quilá,"2,183",No aplica,No aplica
U_ISSSTE_783,SLIST000312,025-206-12,CAF UH. FOVISSSTE CATRA (Casa del Trabajador),"13,984",No aplica,No aplica
U_ISSSTE_784,SLIST000300,025-206-13,CAF Gato de Lara,841,No aplica,No aplica
U_ISSSTE_785,SLIST000324,025-206-14,UMF Costa Rica,"4,586",No aplica,No aplica
U_ISSSTE_786,SLIST000090,025-206-15,UMF Col. STASE,"52,312",No aplica,No aplica
U_ISSSTE_787,PENDIENTE,025-208-00,CMFEQ Guasave,"34,227","59,292",No aplica
U_ISSSTE_788,SRIST000133,026-204-00,"HG Dr. Fernando Ocaranza, Hermosillo",No aplica,"131,969",No aplica
U_ISSSTE_789,SRIST000046,026-205-00,CH Cd. Obregón,"44,533","52,251",No aplica
U_ISSSTE_790,SRIST000051,026-205-01,UMF Estación Esperanza,"2,174",No aplica,No aplica
U_ISSSTE_791,SRIST000116,026-205-02,UMF Estación Vicam,"2,560",No aplica,No aplica
U_ISSSTE_792,SRIST000080,026-205-03,UMF Villa Juárez,"1,382",No aplica,No aplica
U_ISSSTE_793,SRIST000261,026-205-04,CAF UH. FOVISSSTE No. 2 Cd. Obregón,"1,405",No aplica,No aplica
U_ISSSTE_794,SRIST000401,026-205-06,CAF Rosario Tesopaco,197,No aplica,No aplica
U_ISSSTE_795,SRIST000162,026-206-00,CH Navojoa,"24,965","45,086",No aplica
U_ISSSTE_796,SRIST000022,026-206-01,UMF Álamos,"1,733",No aplica,No aplica
U_ISSSTE_797,SRIST000092,026-206-02,UMF Bacobampo,"2,867",No aplica,No aplica
U_ISSSTE_798,SRIST000145,026-206-03,UMF Huatabampo,"10,603",No aplica,No aplica
U_ISSSTE_799,SRIST000302,026-206-04,UMF Etchojoa,"4,231",No aplica,No aplica
U_ISSSTE_800,SRIST000104,026-208-00,CH Guaymas,"13,295","18,141",No aplica
U_ISSSTE_801,SRIST000075,026-208-01,UMF Empalme,"4,846",No aplica,No aplica
U_ISSSTE_802,SRIST000203,026-211-00,CH San Luís Río Colorado,"15,393","21,664",No aplica
U_ISSSTE_803,SRIST000186,026-211-01,UMF Puerto Peñasco,"4,969",No aplica,No aplica
U_ISSSTE_804,SRIST000232,026-211-02,UMF Sonoyta,"1,302",No aplica,No aplica
U_ISSSTE_805,SRIST000121,026-212-00,CMF Hermosillo,"79,773",No aplica,No aplica
U_ISSSTE_806,SRIST000256,026-212-01,CAF Aconchi (Baviácora),340,No aplica,No aplica
U_ISSSTE_807,SRIST000285,026-212-02,CAF Carbó,122,No aplica,No aplica
U_ISSSTE_808,SRIST000290,026-212-03,CAF Cumpas,399,No aplica,No aplica
U_ISSSTE_809,SRIST000150,026-212-04,UMF Moctezuma,"1,360",No aplica,No aplica
U_ISSSTE_810,SRIST000220,026-212-05,UMF Ures,"1,611",No aplica,No aplica
U_ISSSTE_811,SRIST000191,026-212-06,UMF Sahuaripa,526,No aplica,No aplica
U_ISSSTE_812,SRIST000326,026-212-07,CAF Poblado Miguel Alemán,"1,064",No aplica,No aplica
