id_unidad,clues,clave_presupuestal,nombre_corto,camas_censables_adultos_cirugia,camas_censables_adultos_medicina_interna,camas_censables_adultos_gineco_obstetricia,camas_censables_adultos_total,camas_censables_pediatria_camas,camas_censables_pediatria_cunas,camas_censables_pediatria_incubadoras,camas_censables_pediatria_total,camas_censables_total,camas_transito_urgencias_adultos,camas_transito_urgencias_pediatria,camas_transito_trabajo_de_parto,camas_transito_cuidados_intensivos,camas_transito_recuperacion,camas_transito_cunas,camas_transito_otras,camas_transito_total
U_ISSSTE_104,CSIST000012,007-205-06,UMF Acapetahua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_105,CSIST000403,007-205-07,CAF Pijijiapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_106,CSIST000193,007-206-00,CH San Cristóbal de las Casas,2,5,4,11,2,0,0,2,13,7,0,0,0,2,0,0,9
U_ISSSTE_107,CSIST000140,007-206-01,UMF Ocosingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
U_ISSSTE_108,CSIST000275,007-206-03,UMF Yajalón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
U_ISSSTE_109,CSIST000181,007-206-04,UMF Salto de Agua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_110,CSIST000350,007-206-05,CAF Altamirano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_111,CSIST000065,007-207-00,CH Comitán de Domínguez,4,5,5,14,4,0,0,4,18,3,0,0,0,0,0,5,8
U_ISSSTE_112,CSIST000094,007-207-01,UMF Frontera Comalapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_113,CSIST000391,007-207-02,UMF Las Margaritas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_114,CSIST000246,007-208-00,CMF Tuxtla Gutiérrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_115,CSIST000024,007-208-01,UMF Arriaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_116,CSIST000036,007-208-02,UMF Bochil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_117,CSIST000053,007-208-03,UMF Cintalapa de Figueroa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
