id_unidad,clues,clave_presupuestal,nombre_corto,personal_medico_general_familiar,personal_medico_gineco_obstetra,personal_medico_pediatra,personal_medico_odontologo,personal_medico_cirujano,personal_medico_internista,personal_medico_anestesiologo,personal_medico_geriatra,personal_medico_oncologos,personal_medico_traumatologia_y_ortopedia,personal_medico_otras_especialidades,personal_medico_otras_labores,personal_medico_etapa_aprendizaje_residentes,personal_medico_etapa_aprendizaje_internos,personal_medico_etapa_aprendizaje_pasantes,personal_medico_total,personal_enfermeria_general,personal_enfermeria_especialista,personal_enfermeria_auxiliar,personal_enfermeria_pasante,personal_enfermeria_total,personal_paramedico_laboratorista,personal_paramedico_rayos_x,personal_paramedico_quimicos,personal_paramedico_trabajo_social,personal_paramedico_otros,personal_paramedico_total,personal_administrativo,personal_servicios_generales,personal_total
U_ISSSTE_59,CCIST000086,004-204-02,CAF Candelaria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_60,CCIST000045,004-204-03,UMF Champotón,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,1,1,1,0,6
U_ISSSTE_61,CCIST000074,004-204-04,UMF Escárcega,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,5,0,8,0,13,1,2,0,0,5,8,11,0,43
U_ISSSTE_62,CCIST000050,004-204-05,UMF Hecelchakán,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,1,0,7
U_ISSSTE_63,CCIST000062,004-204-06,UMF Hopelchén,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,4
U_ISSSTE_64,CCIST000091,004-204-07,CAF Seybaplaya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_65,CCIST000115,004-204-08,CAF Tenabo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_66,CCIST000033,004-205-00,CH Cd. del Carmen,12,3,3,2,3,2,3,0,0,2,2,4,0,0,0,36,22,13,4,0,39,1,2,3,0,12,18,24,29,146
U_ISSSTE_67,CCIST000103,004-205-01,CAF Palizada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_68,CLIST000065,005-206-00,CH Monclova,19,6,5,2,5,5,6,0,0,3,8,10,0,0,0,69,20,18,22,0,60,4,2,2,0,3,11,42,15,197
U_ISSSTE_69,CLIST000210,005-206-01,CAF Castaños,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_70,CLIST000036,005-206-02,UMF Cuatrociénegas de Carranza,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3
U_ISSSTE_71,CLIST000321,005-206-03,CAF La Esmeralda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_72,CLIST000251,005-206-04,CAF Ocampo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_73,CLIST000304,005-206-05,CAF San Buenaventura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_74,CLIST000094,005-207-00,CH Piedras Negras,15,6,3,2,4,6,2,0,0,1,4,3,0,0,0,46,36,7,16,0,59,5,2,2,0,7,16,53,3,177
U_ISSSTE_75,CLIST000024,005-207-01,UMF Cd. Allende,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
U_ISSSTE_76,CLIST000135,005-207-03,UMF Zaragoza,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_77,CLIST000012,005-208-00,CMF Cd. Acuña,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,11,3,1,6,0,10,2,0,0,0,2,4,21,4,50
U_ISSSTE_78,CLIST000193,005-209-00,"CH Dr. Francisco Z Cruz, Nueva Rosita",12,6,4,2,3,1,6,0,0,0,1,3,0,0,0,38,21,6,7,0,34,2,3,1,1,6,13,12,13,110
