id_unidad,clues,clave_presupuestal,nombre_corto,personal_medico_general_familiar,personal_medico_gineco_obstetra,personal_medico_pediatra,personal_medico_odontologo,personal_medico_cirujano,personal_medico_internista,personal_medico_anestesiologo,personal_medico_geriatra,personal_medico_oncologos,personal_medico_traumatologia_y_ortopedia,personal_medico_otras_especialidades,personal_medico_otras_labores,personal_medico_etapa_aprendizaje_residentes,personal_medico_etapa_aprendizaje_internos,personal_medico_etapa_aprendizaje_pasantes,personal_medico_total,personal_enfermeria_general,personal_enfermeria_especialista,personal_enfermeria_auxiliar,personal_enfermeria_pasante,personal_enfermeria_total,personal_paramedico_laboratorista,personal_paramedico_rayos_x,personal_paramedico_quimicos,personal_paramedico_trabajo_social,personal_paramedico_otros,personal_paramedico_total,personal_administrativo,personal_servicios_generales,personal_total
U_ISSSTE_279,GRIST000404,012-206-07,CAF Cutzamala de Pinzón,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_280,GRIST000141,012-206-08,UMF Huitzuco de los Figueroa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3
U_ISSSTE_281,GRIST000276,012-206-09,UMF Teloloapan,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,6,0,12
U_ISSSTE_282,GRIST000305,012-206-10,UMF Tlapehuala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,6
U_ISSSTE_283,GRIST000491,012-206-12,CAF Zirándaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_284,GRIST000252,012-206-13,UMF Taxco de Alarcón,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,2,0,0,0,0,1,1,6,2,17
U_ISSSTE_285,GRIST000194,012-207-00,CMFEQ Ometepec,12,1,1,1,1,0,1,0,0,0,0,8,0,0,0,25,4,3,13,2,22,2,2,1,0,5,10,24,3,84
U_ISSSTE_286,GRIST000013,012-208-00,CMF Acapulco,35,1,0,8,0,0,0,0,0,0,0,4,4,0,0,52,11,4,5,0,20,0,0,1,0,4,5,43,1,121
U_ISSSTE_287,GRIST000310,012-208-01,UMF Lic. Adolfo López Mateos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_288,GRIST000054,012-208-02,UMF Atoyac de Álvarez,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,6,0,10
U_ISSSTE_289,GRIST000322,012-208-03,CAF Cd. Renacimiento,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3
U_ISSSTE_290,GRIST000066,012-208-04,UMF Ayutla de los Libres,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,4,2,11
U_ISSSTE_291,GRIST000083,012-208-05,UMF Coyuca de Benítez,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,1,0,6
U_ISSSTE_292,GRIST000416,012-208-06,CAF Cruz Grande,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_293,GRIST000392,012-208-07,UMF Cuajinicuilapa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3
U_ISSSTE_294,GRIST000240,012-208-10,UMF Las Vigas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_295,GRIST000071,012-208-11,UMF Marquelia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,5
U_ISSSTE_296,GRIST000206,012-208-12,UMF Petatlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3
U_ISSSTE_297,GRIST000375,012-208-13,CAF San Jerónimo de Juárez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_298,GRIST000223,012-208-14,UMF San Luis Acatlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_299,GRIST000235,012-208-15,UMF San Marcos,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_300,GRIST000474,012-208-16,UMF Tecoanapa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,6
U_ISSSTE_301,GRIST000351,012-208-18,CAF Xaltianguis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_302,GRIST000165,012-208-19,UMF Zihuatanejo,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,5,0,7,0,0,0,0,0,0,5,0,18
U_ISSSTE_303,GRIST000334,012-208-20,CAF UHF. Acapulco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3
U_ISSSTE_304,GRIST000346,012-208-21,CAF UHF. Vicente Guerrero 200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_305,GRIST000211,012-209-00,CMFEQ Cd. Altamirano,7,1,1,0,1,1,1,0,0,0,0,5,0,0,0,17,5,1,13,0,19,0,1,2,0,3,6,21,1,64
U_ISSSTE_306,GRIST000264,012-210-00,CMFEQ Técpan de Galeana,8,1,1,1,1,1,1,0,0,1,0,5,0,0,0,20,4,4,12,0,20,2,3,1,0,3,9,27,3,79
U_ISSSTE_307,GRIST000293,012-212-00,CMFEQ Tlapa de Comonfort,7,0,0,1,1,1,1,0,0,0,0,7,0,0,0,18,8,2,13,0,23,2,3,0,1,8,14,20,4,79
U_ISSSTE_308,HGIST000106,013-204-00,"HG Dra. Columba Rivera Osorio, Pachuca",32,16,10,2,18,16,14,1,2,7,34,31,3,0,0,186,144,90,64,0,298,19,6,10,3,55,93,99,66,742
U_ISSSTE_309,HGIST000065,013-205-00,CH Ixmiquilpan,21,8,6,1,5,7,6,0,0,3,4,6,0,0,0,67,32,9,14,0,55,5,3,1,2,10,21,24,19,186
U_ISSSTE_310,HGIST000053,013-205-03,UMF Huichapan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,4
U_ISSSTE_311,HGIST000205,013-205-04,UMF Jacala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_312,HGIST000234,013-205-06,CAF Nopala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_313,HGIST000275,013-205-08,UMF Tasquillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_314,HGIST000280,013-205-09,UMF Tecozautla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_315,HGIST000362,013-205-10,CAF Zimapán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_316,HGIST000140,013-206-00,CMF Tulancingo,16,1,1,2,1,1,2,0,0,0,0,1,0,0,0,25,11,2,10,0,23,1,1,1,0,6,9,16,3,76
U_ISSSTE_317,HGIST000292,013-206-02,CAF Tenango de Doria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_318,HGIST000041,013-207-00,CH Huejutla de Reyes,22,3,4,2,3,1,6,0,0,4,3,12,0,0,0,60,45,30,24,0,99,9,6,1,0,17,33,51,26,269
U_ISSSTE_319,HGIST000193,013-207-01,CAF Huautla,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_320,HGIST000246,013-207-02,CAF San Felipe Orizatlán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_321,HGIST000321,013-207-03,UMF Tlanchinol,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_322,HGIST000176,013-207-05,CAF Calnali,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_323,HGIST000094,013-207-06,UMF Molango,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,1,0,7
U_ISSSTE_324,HGIST000345,013-207-09,CAF Xochicoatlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_325,HGIST000181,013-207-12,CAF Chapulhuacán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_326,HGIST000082,013-208-00,CMF Mixquiahuala,14,0,0,3,0,2,0,0,0,0,0,2,0,0,0,21,7,1,8,0,16,2,1,2,0,4,9,22,8,76
U_ISSSTE_327,HGIST000036,013-208-01,UMF Tepatepec,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,2,0,11
U_ISSSTE_328,HGIST000111,013-208-02,UMF Tepeji del Río,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,4
U_ISSSTE_329,HGIST000316,013-208-03,UMF Tezontepec de Aldama,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_330,HGIST000333,013-208-04,UMF Tlaxcoapan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_331,HGIST000135,013-208-05,UMF Tula de Allende,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,1,0,6
U_ISSSTE_332,HGIST000386,013-210-00,CMFE Pachuca,52,3,0,4,0,3,0,0,0,2,4,3,0,0,0,71,31,1,0,0,32,0,2,0,0,22,24,35,0,162
U_ISSSTE_333,HGIST000012,013-210-01,UMF Actopan,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,4,0,12
U_ISSSTE_334,HGIST000024,013-210-02,UMF Apan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3
U_ISSSTE_335,HGIST000164,013-210-03,CAF Atotonilco el Grande,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_336,HGIST000070,013-210-04,UMF Metztitlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_337,HGIST000210,013-210-05,UMF Mineral del Monte,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_338,HGIST000304,013-210-06,UMF Tepeapulco,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_339,HGIST000123,013-210-07,UMF Tizayuca,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,4
U_ISSSTE_340,HGIST000152,013-210-08,UMF Zacualtipán,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,5
U_ISSSTE_341,HGIST000350,013-210-09,CAF Zapotlán de Juárez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_342,HGIST000251,013-210-10,CMCT Servicio Geológico Mexicano (Los Arcos),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_343,HGIST000263,013-210-11,CMCT Pensionados y Jubilados (ISSSTE),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_344,JCIST000074,014-204-00,"CMF Dr. Arturo Glez, Guadalajara No. 1",25,1,2,6,0,1,0,1,0,1,1,3,0,0,0,41,4,2,26,0,32,4,4,4,1,11,24,40,4,141
U_ISSSTE_345,JCIST000161,014-204-01,UMF Ahualulco de Mercado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_346,JCIST000016,014-204-02,UMF Ameca,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,0,1,0,8
U_ISSSTE_347,JCIST000272,014-204-03,CAF Colotlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_348,JCIST000820,014-204-04,CAF Villa Guerrero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_349,JCIST000511,014-204-05,CAF Magdalena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_350,JCIST000680,014-204-06,CAF Tala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_351,JCIST000342,014-204-07,CMCT Palacio Federal (Guadalajara),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_352,JCIST000436,014-204-08,CAF Huejúcar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_353,JCIST000144,014-204-09,CAF Tequila,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_354,JCIST000330,014-204-10,CAF Etzatlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_355,JCIST000441,014-204-11,CAF Huejuquilla El Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_356,JCIST000354,014-204-12,CMCT FSTSE (Guadalajara),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_357,JCIST000185,014-204-14,CAF El Arenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_358,JCIST000226,014-204-15,CAF Bolaños,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_359,JCIST000540,014-204-16,CAF Mezquitic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_360,JCIST000296,014-204-17,CAF Cuquío,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_361,JCIST000366,014-205-00,CMF Guadalajara No. 2,24,0,0,2,0,1,0,0,0,0,0,8,0,0,0,35,7,1,19,0,27,4,0,5,0,7,16,31,1,110
U_ISSSTE_362,JCIST000091,014-205-02,UMF Tecolotlán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,4
U_ISSSTE_363,JCIST000050,014-205-04,UMF Cocula,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_364,JCIST000856,014-205-09,CAF UHF. Estatuto Jurídico Tuzania,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,2,0,0,0,0,0,0,1,0,9
U_ISSSTE_365,JCIST000371,014-205-10,CAF UH. FOVISSSTE Miravalle,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,2,0,7
U_ISSSTE_366,JCIST000383,014-205-11,CMCT Secretaría de Educación del Estado de Jalisco-SEP,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,8
U_ISSSTE_367,JCIST000156,014-205-15,CAF Acatlán de Juárez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_368,JCIST000651,014-205-16,CAF San Martín Hidalgo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_369,JCIST000844,014-205-19,CAF Zacoalco de Torres,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_370,JCIST000885,014-205-20,CMCT SAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_371,JCIST000890,014-205-21,CMCT TFJA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_372,JCIST000901,014-205-22,CAF Guachinango,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_373,JCIST000931,014-205-24,CMCT Sindicato Nacional de Trabajadores de la Secretaría de Salud,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_374,JCIST000395,014-206-00,CMF Guadalajara No. 3,25,2,0,3,0,1,0,0,0,0,0,4,0,0,0,35,4,2,18,0,24,2,0,1,0,11,14,30,0,103
U_ISSSTE_375,JCIST000465,014-206-01,UMF Atequiza,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4
U_ISSSTE_376,JCIST000301,014-206-02,CAF Chapala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_377,JCIST000494,014-206-03,CAF Jocotepec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_378,JCIST000033,014-206-04,UMF La Barca,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,1,1,0,0,6
U_ISSSTE_379,JCIST000564,014-206-05,UMF Ocotlán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,1,1,2,0,7
U_ISSSTE_380,JCIST000861,014-206-06,CAF Zapotlanejo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_381,JCIST000190,014-206-07,CAF Atotonilco el Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_382,JCIST000115,014-206-08,UMF Tepatitlán de Morelos,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,2,0,7
U_ISSSTE_383,JCIST000622,014-206-09,CAF El Salto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_384,JCIST000750,014-206-11,UMF San Martín de las Flores,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,1,1,0,0,5
U_ISSSTE_385,JCIST000733,014-206-12,CAF Tizapán el Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_386,JCIST000173,014-206-13,CAF Arandas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_387,JCIST000202,014-206-14,CAF Ayotlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_388,JCIST000400,014-206-15,CMCT SNTE (Guadalajara),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_389,JCIST000593,014-206-17,CAF Poncitlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_390,JCIST000482,014-206-18,CAF Jesús María,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_391,JCIST000832,014-206-19,UMF Yahualica de González Gallo,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,2,0,0,0,0,1,1,0,0,7
U_ISSSTE_392,JCIST000745,014-206-21,CMCT SAGARPA (El Álamo),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_393,JCIST000313,014-206-23,CAF Degollado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_394,JCIST000424,014-206-27,CAF UHF. Unidad Modelo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_395,JCIST000506,014-207-00,CMF Lagos de Moreno,6,1,0,2,0,0,0,0,0,0,0,2,0,0,0,11,5,2,9,0,16,0,0,0,0,3,3,29,4,63
U_ISSSTE_396,JCIST000325,014-207-01,CAF Encarnación de Díaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_397,JCIST000470,014-207-02,CAF Jalostotitlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_398,JCIST000576,014-207-03,CAF Ojuelos de Jalisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_399,JCIST000634,014-207-04,CAF San Juan de los Lagos,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_400,JCIST000663,014-207-05,UMF San Miguel el Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3
U_ISSSTE_401,JCIST000103,014-207-06,UMF Teocaltiche,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,4
U_ISSSTE_402,JCIST000646,014-207-07,CAF San Julián,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_403,JCIST000045,014-208-00,CH Cd. Guzmán,15,4,3,1,4,4,5,0,0,4,6,2,0,0,0,48,47,12,18,0,77,8,3,2,1,12,26,25,23,199
U_ISSSTE_404,JCIST000791,014-208-01,UMF Tuxpan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2
U_ISSSTE_405,JCIST000721,014-208-02,CAF Tecalitlán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_406,JCIST000704,014-208-03,CAF Tamazula de Gordiano,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_407,JCIST000535,014-208-04,CAF Mazamitla,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_408,JCIST000716,014-208-05,CAF Tapalpa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_409,JCIST000675,014-208-08,CAF Sayula,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,6
U_ISSSTE_410,JCIST000815,014-208-09,CAF San Gabriel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_411,JCIST000021,014-209-00,CMF Autlán de Navarro,14,1,1,1,1,0,0,0,0,0,1,1,0,0,0,20,5,1,7,0,13,0,2,2,0,5,9,17,1,60
U_ISSSTE_412,JCIST000214,014-209-01,CAF Ayutla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_413,JCIST000062,014-209-02,UMF El Grullo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,3
U_ISSSTE_414,JCIST000453,014-209-03,UMF La Huerta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3
U_ISSSTE_415,JCIST000925,014-209-04,UMF Unión de Tula,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,4
U_ISSSTE_416,JCIST000255,014-209-07,CAF Cihuatlán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_417,JCIST000610,014-209-12,CAF Villa Purificación,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_418,JCIST000260,014-209-13,CAF San Patricio Melaque,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_419,JCIST000243,014-209-14,CAF Casimiro Castillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
