id_unidad,clues,clave_presupuestal,nombre_corto,servicio_medicina_general,servicio_gineco_obstetria,servicio_pediatria,servicio_geriatria,servicio_oncologia,servicio_traumatologia_ortopedia,servicio_odontologia,servicio_urgencias,servicio_hemodialisis,servicio_hemodinamia,servicio_quimioterapia,servicio_banco_sangre,servicio_rayos_x,servicio_quirofano,servicio_farmacia
U_ISSSTE_919,VZIST000400,030-209-02,CAF Cazones de Herrera,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_920,VZIST000453,030-209-03,CAF Coyutla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_921,VZIST000103,030-209-05,UMF Gutiérrez Zamora,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_922,VZIST000115,030-209-06,UMF Huayacocotla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_923,VZIST000535,030-209-07,CAF Ixhuatlán de Madero,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_924,VZIST000190,030-209-09,UMF Papantla,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_925,VZIST000086,030-209-11,UMF Cosamaloapan de Carpio,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_926,VZIST000074,030-209-12,UMF Cd. Miguel Alemán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_927,VZIST000062,030-210-00,CH Coatzacoalcos,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_928,VZIST000832,030-210-01,CAF Agua Dulce,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_929,VZIST000412,030-210-02,CAF UH. FOVISSSTE No. 3 Coatzacoalcos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_930,VZIST000465,030-210-03,CAF Las Choapas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_931,VZIST000231,030-213-00,CMF San Andrés Tuxtla,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí
U_ISSSTE_932,VZIST000395,030-213-01,CAF Catemaco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_933,VZIST000511,030-213-02,CAF Juan Díaz Covarrubias,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_934,VZIST000605,030-213-03,CAF Juan Rodríguez Clara,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_935,VZIST000132,030-213-04,UMF Lerdo de Tejada,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_936,VZIST000214,030-213-05,UMF Playa Vicente,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_937,VZIST000243,030-213-06,UMF Santiago Tuxtla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_938,VZIST000260,030-213-07,UMF Villa Azueta,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_939,VZIST000523,030-213-08,CAF Isla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_940,VZIST000156,030-214-00,CMF Minatitlán,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí
U_ISSSTE_941,VZIST000436,030-214-01,CAF Cosoleacaque,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_942,VZIST000494,030-214-02,CAF Hidalgotitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_943,VZIST000581,030-214-03,CAF Jáltipan de Morelos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_944,VZIST000856,030-214-04,CAF Tatahuicapan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_945,VZIST000144,030-216-00,CMF Martínez de la Torre,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_946,VZIST000161,030-216-03,UMF Misantla,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_947,VZIST000622,030-216-04,CAF Nautla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_948,VZIST000284,030-216-05,UMF Tlapacoyan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_949,VZIST000791,030-216-06,CAF Vega de Alatorre,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_950,VZIST000016,030-220-00,CMF Acayucan,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_951,VZIST000325,030-220-03,CAF La Laguna,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_952,VZIST000692,030-220-04,CAF San Juan Evangelista,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_953,VZIST000820,030-223-00,CMF Heroica de Veracruz (Coyol),Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_954,VZIST000021,030-223-01,UMF Alvarado,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_955,VZIST000441,030-223-02,CAF La Capilla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_956,VZIST000762,030-223-03,CAF Piedras Negras,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_957,VZIST000704,030-223-04,CAF Soledad de Doblado,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_958,VZIST000750,030-223-05,CAF Tlacotalpan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_959,VZIST000033,030-223-06,UMF Cd. José Cardel,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_960,VZIST000786,030-223-07,CAF Zempoala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_961,VZIST000610,030-223-08,CAF Paso del Toro,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_962,VZIST000803,030-223-10,CAF UH. FOVISSSTE Estatuto Jurídico,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_963,VZIST000815,030-223-11,CAF UH. FOVISSSTE Las Hortalizas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_964,VZIST000371,030-223-12,CAF UH. FOVISSSTE Floresta,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_965,YNIST000112,031-201-00,CMFEQ Mérida (Col. Lindavista),Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_966,YNIST000136,031-201-01,UMF UHF. San Carlos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_967,YNIST000071,031-201-02,UMF Progreso,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_968,YNIST000013,031-201-03,UMF Dzidzantún,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_969,YNIST000025,031-201-05,UMF Izamal,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_970,YNIST000124,031-201-06,UMF Maxcanú,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_971,YNIST000042,031-201-07,UMF Motul de Felipe Carrillo Puerto,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_972,YNIST000182,031-201-08,UMF Muna de Leopoldo Arana Cabrera,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_973,YNIST000054,031-201-09,UMF Oxkutzcab,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_974,YNIST000066,031-201-10,UMF Peto,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_975,YNIST000083,031-201-11,UMF Tekax de Álvaro Obregón,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_976,YNIST000095,031-201-12,UMF Ticul,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_977,YNIST000165,031-201-13,UMF Tizimín,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_978,YNIST000153,031-201-14,CAF Tixkokob,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_979,YNIST000100,031-201-15,UMF Valladolid,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_980,YNIST000170,031-204-00,CH Mérida,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí
U_ISSSTE_981,ZSIST000160,032-204-00,HG Zacatecas,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_982,ZSIST000015,032-204-02,UMF Víctor Calera Rosales,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_983,ZSIST000020,032-204-04,UMF Concepción del Oro,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_984,ZSIST000196,032-204-08,CAF Estancia de Animas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_985,ZSIST000056,032-204-09,UMF Jalpa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_986,ZSIST000061,032-204-10,UMF Jerez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_987,ZSIST000085,032-204-12,UMF Juchipila,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_988,ZSIST000090,032-204-13,UMF Loreto,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_989,ZSIST000201,032-204-14,CAF Luis Moya,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_990,ZSIST000213,032-204-15,CAF Monte Escobedo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_991,ZSIST000102,032-204-17,UMF Ojocaliente,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_992,ZSIST000114,032-204-18,UMF Pinos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_993,ZSIST000225,032-204-22,CAF Tabasco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_994,PENDIENTE,032-204-23,CAF Teúl de González Ortega,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_995,ZSIST000143,032-204-24,UMF Tlaltenango de Sánchez Román,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_996,ZSIST000184,032-204-25,UMF Hacienda Troncoso,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_997,ZSIST000324,032-204-29,CAF Villanueva,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_998,ZSIST000266,032-204-33,CAF Cd. Cuauhtémoc,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_999,ZSIST000353,032-204-34,UMF Nochistlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1000,ZSIST000271,032-204-40,CAF Villa García,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1001,ZSIST000032,032-205-00,CH Fresnillo,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_1002,ZSIST000394,032-205-01,CAF Cañitas de Felipe Pescador,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1003,ZSIST000300,032-205-06,CAF Chalchihuites,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1004,ZSIST000073,032-205-11,UMF Juan Aldama,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_1005,ZSIST000312,032-205-16,CAF Nieves,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1006,ZSIST000126,032-205-19,UMF Río Grande,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1007,ZSIST000365,032-205-20,CAF Saín Alto,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1008,ZSIST000131,032-205-21,UMF Sombrerete,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1009,ZSIST000155,032-205-26,UMF Valparaíso,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1010,ZSIST000044,032-206-00,CMF Guadalupe,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1011,ZSIST000370,032-207-00,CMF Zacatecas,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1012,SLIST000085,033-203-00,"HR Dr. M.Cárdenas de la Vega, Culiacán",No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1013,NLIST000105,035-203-00,HR Monterrey,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1014,PLIST000101,036-203-00,HR Puebla,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1015,GTIST000091,037-203-00,HR León,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1016,YNIST000030,038-203-00,"HR ""Elvia Carrillo Puerto"", Mérida",No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1017,OCIST000112,039-203-00,"HR Presidente Benito Juárez, Oax.",No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1018,MCIST000425,042-203-00,HR Bicentenario de la Independencia,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1019,MSIST000293,043-203-00,HR Centenario de la Revolución Mexicana,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1020,MNIST000120,044-203-00,HR Morelia,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1021,VZIST000301,045-203-00,HR Veracruz,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1022,GRIST000520,046-203-00,HR Acapulco,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1023,CLIST000350,047-203-00,HR Torreón,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1024,JCIST000955,048-203-00,HR Tlajomulco de Zúñiga,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí
U_ISSSTE_1025,DFIST000090,090-201-00,HR Primero de Octubre,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_1026,DFIST000073,091-205-00,CMF Gustavo A. Madero,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1027,DFIST000621,091-205-01,CMCT IPN-CIEA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1028,DFIST000085,091-206-00,CMF Aragón,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1029,DFIST000645,091-206-02,CMCT No. 61 SAGARPA-OCAVM (CONAGUA),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1030,DFIST000370,091-207-00,CMF Guadalupe,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1031,DFIST000102,091-208-00,CEQ Centro de Cirugía Ambulatoria 1º de Octubre,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí
U_ISSSTE_1032,DFIST000481,091-209-00,CE Centro de Apoyo Diagnóstico San Rafael,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No
U_ISSSTE_1033,DFIST000341,091-210-00,CE Indianilla,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1034,DFIST000382,091-211-00,CMF Cinco de Febrero,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1035,DFIST000394,091-212-00,CMF Juárez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1036,DFIST000785,091-212-03,CMCT No. 9 Junta de Conciliación y Arbitraje,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1037,DFIST000790,091-212-04,CMCT No. 19 SEGOB,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1038,DFIST000802,091-212-05,CMCT No. 22 COFAA-IPN,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1039,DFIST000406,091-213-00,CMF San Antonio Abad,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1040,DFIST000411,091-214-00,"CMF Dr. Javier Domínguez Estrada, Chapultepec",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1041,DFIST000983,091-214-04,CMCT No. 50 SAGARPA-SIAP,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1042,DFIST000843,091-214-05,CMCT No. 55 PROFECO,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1043,DFIST001041,091-214-06,CMCT Presidencia (OPR),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1044,PENDIENTE,091-214-08,CMCT ISSSTE-DIRI,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1045,DFIST000423,091-216-00,CMF Peralvillo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1046,DFIST000855,091-216-01,CMCT No. 20 SRE,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1047,PENDIENTE,091-216-02,CMCT SEGOB-Talleres Gráficos de México,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1048,DFIST000435,091-217-00,CMF Guerrero,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1049,DFIST000336,091-217-01,CMCT No. 51 ISSSTE-Dirección General,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1050,DFIST000860,091-217-02,CMCT SHCP Complejo Hidalgo No. 1,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1051,DFIST000872,091-217-03,CMCT Fomento Deportivo ISSSTE (Oficina de Represantación Regional Zona Norte CDMX),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1052,DFIST000884,091-217-04,CMCT Sindicato de SHCP,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1053,DFIST000896,091-217-05,CMCT SHCP Complejo Hidalgo No. 2,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1054,DFIST000901,091-217-06,CMCT SHCP-SAT (Antes Caballito),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1055,DFIST000440,091-218-00,CMF Santa María,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1056,DFIST000913,091-218-02,CMCT No. 28 SENASICA-SAGARPA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1057,DFIST000925,091-218-03,CMCT No. 30 Sindicato de SAGARPA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1058,DFIST000930,091-218-04,CMCT FSTSE,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1059,DFIST000942,091-218-05,CMCT Sindicato de SEMARNAT,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1060,DFIST000995,091-218-06,CMCT SRE (Tlatelolco),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1061,DFIST000452,091-219-00,CMF Perú,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1062,DFIST000954,091-219-01,CMCT No. 23 SEP,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1063,DFIST000971,091-219-09,CMCT Palacio Nacional,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1064,DFIST000353,091-220-00,CE Dentales Dr. Honorato Villa Acosta,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1065,DFIST000365,091-221-00,CE Neuropsiquiatría,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_1066,DFIST000546,092-204-00,CMF Balbuena,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1067,DFIST000551,092-205-00,CMF Morelos,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1068,DFIST000114,092-206-00,CMF Oriente,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1069,DFIST000563,092-207-00,CMF Moctezuma,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1070,DFIST000126,092-209-00,CMF Iztapalapa I,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1071,DFIST000155,092-210-00,HG Gral. José Maria Morelos y Pavón,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_1072,DFIST000131,092-211-00,CMF Iztapalapa II,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1073,DFIST000143,092-212-00,CMF Ermita Zaragoza,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1074,DFIST000650,092-214-00,CEQ Leonardo y Nicolás Bravo,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí
U_ISSSTE_1075,DFIST000686,093-204-00,CE Medicina Física y Rehabilitación,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_1076,DFIST000271,093-205-00,CMF Narvarte,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1077,DFIST000283,093-206-00,CMF Del Valle,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1078,DFIST000715,093-206-01,CAF Centro Urbano Pdte. Miguel Alemán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1079,DFIST000720,093-206-02,CMCT SHCP-PFF,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1080,PENDIENTE,093-206-03,CMCT SENER,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1081,PENDIENTE,093-206-09,CMCT SADER,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1082,DFIST000032,093-207-00,CEQ Churubusco,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_1083,DFIST000044,093-208-00,CMF Dr. Ignacio Chávez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1084,DFIST000580,093-208-01,CMCT No. 65 SHCP,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1085,PENDIENTE,093-208-02,CMCT SICT,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1086,DFIST000230,093-209-00,CMF Tlalpan,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1087,DFIST000225,093-209-01,CMCT No. 17 ISSSTE (San Fernando 547),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1088,PENDIENTE,093-209-05,CMCT Centro Cultural Ollin Yoliztli,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1089,DFIST000056,093-210-00,CMF División del Norte,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1090,DFIST000295,093-211-00,CMF Ermita,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1091,DFIST000061,093-212-00,CMF Coyoacán,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1092,DFIST000756,093-212-01,CMCT No. 27 DIF,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1093,PENDIENTE,093-212-02,CMCT Transparencia para el Pueblo (antes INAI),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1094,DFIST000592,093-212-03,CAF UHF. Integración Latinoamericana,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1095,PENDIENTE,093-212-04,CMCT UNAM,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1096,DFIST000254,093-213-00,CMF Xochimilco,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_1097,DFIST000172,093-214-00,CMF Milpa Alta,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1098,DFIST000324,093-215-00,HG Dr. Darío Fernández Fierro,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí
U_ISSSTE_1099,DFIST000242,093-217-00,CMF Fuentes Brotantes,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1100,DFIST000213,093-218-00,CE Clidda,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No
U_ISSSTE_1101,DFIST000184,093-219-00,CMF Villa Álvaro Obregón,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_1102,DFIST000662,093-219-01,CMCT SABG,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_1103,PENDIENTE,093-219-03,CMCT CNBV,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
