id_unidad,clues,clave_presupuestal,situacion_juridica_inmueble,estatus_operativo,nombre_oficial,nombre_corto,nombre_unidad,tipo_unidad,sigla_tipo,nivel_atencion,atiende_nivel_adicional,institucion,entidad,municipio,subdelegacion,tipo_vialidad,nombre_vialidad,numero_exterior,numero_interior,tipo_asentamiento,nombre_asentamiento,codigo_postal,direccion_completa,latitud,longitud,coordenadas_validadas,fuente_coordenada,Observaciones
U_ISSSTE_445,MCIST000080,015-213-04,En Proceso de Regularización,En Operación,Unidad de Medicina Familiar Ixtlahuaca de Rayón,UMF Ixtlahuaca de Rayón,Ixtlahuaca de Rayón,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Ixtlahuaca,México,Calle,Valentín Gómez Farías,S/N,,Colonia,Centro,50740,"Calle Valentín Gómez Farías S/N, Colonia Centro, Ixtlahuaca, México, CP. 50740",19.5654625719607,-99.76364818771205,Validada,Anuario Estadístico 2025,
U_ISSSTE_446,MCIST000092,015-213-05,Propia,En Operación,Unidad de Medicina Familiar Jilotepec de Abasolo,UMF Jilotepec de Abasolo,Jilotepec de Abasolo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Jilotepec,México,Privada,Lic. José Vasconcelos,S/N,,Colonia,La Merced,54240,"Privada Lic. José Vasconcelos S/N, Colonia La Merced, Jilotepec, México, CP. 54240",19.952043881657907,-99.54445053765126,Validada,Anuario Estadístico 2025,
U_ISSSTE_447,MCIST000162,015-213-06,Propia,En Operación,Unidad de Medicina Familiar Tenancingo de Degollado,UMF Tenancingo de Degollado,Tenancingo de Degollado,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Tenancingo,México,Calle,D,22,,Colonia,San Isidro,52400,"Calle D 22, Colonia San Isidro, Tenancingo, México, CP. 52400",18.955809472799068,-99.59234507553667,Validada,Anuario Estadístico 2025,
U_ISSSTE_448,MCIST000133,015-213-08,Propia,En Operación,Unidad de Medicina Familiar Polotitlán de Ilustración,UMF Polotitlán de Ilustración,Polotitlán de Ilustración,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Polotitlán,México,Andador,Matamoros,S/N,,Colonia,Centro,54200,"Andador Matamoros S/N, Colonia Centro, Polotitlán, México, CP. 54200",20.2234327685561,-99.81499139625545,Validada,Anuario Estadístico 2025,Google Maps no está disponible en la zona
U_ISSSTE_449,MCIST000145,015-213-09,Propia,En Operación,Unidad de Medicina Familiar San Felipe del Progreso,UMF San Felipe del Progreso,San Felipe del Progreso,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,San Felipe del Progreso,México,Calle,Don Gervacio Contreras Gasca,4,,Colonia,El Salto,50640,"Calle Don Gervacio Contreras Gasca 4, Colonia El Salto, San Felipe del Progreso, México, CP. 50640",19.714059049982215,-99.9564742919559,Validada,Anuario Estadístico 2025,
U_ISSSTE_450,MCIST000191,015-213-10,Propia,En Operación,Unidad de Medicina Familiar Santiago Tianguistengo,UMF Santiago Tianguistengo,Santiago Tianguistengo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Tianguistenco,México,Avenida,Dr. Gustavo Baz,2,,Colonia,Los Cipreses,52600,"Avenida Dr. Gustavo Baz 2, Colonia Los Cipreses, Tianguistenco, México, CP. 52600",19.17327903706559,-99.46638319019453,Validada,Anuario Estadístico 2025,
U_ISSSTE_451,MCIST000273,015-213-11,Subrogada,En Operación,Consultorio de Atención Familiar San Pedro Limón,CAF San Pedro Limón,San Pedro Limón,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,México,Tlatlaya,México,Calle,Guadalupe Victoria,S/N,,Pueblo,Tlatlaya,51585,"Calle Guadalupe Victoria S/N, Pueblo Tlatlaya, Tlatlaya, México, CP. 51585",18.582111046641593,-100.30660093976303,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a un lugar donde no es posible confirmar la presencia de una unidad
U_ISSSTE_452,MCIST000150,015-213-12,Propia,En Operación,Unidad de Medicina Familiar Tejupilco de Hidalgo,UMF Tejupilco de Hidalgo,Tejupilco de Hidalgo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Tejupilco,México,Avenida,Benito Juárez,S/N,,Colonia,México,51412,"Avenida Benito Juárez S/N, Colonia México, Tejupilco, México, CP. 51412",18.897010177291666,-100.14793102801318,Validada,Anuario Estadístico 2025,
U_ISSSTE_453,MCIST000413,015-213-13,Subrogada,En Operación,Consultorio de Atención Familiar Texcaltitlán,CAF Texcaltitlán,Texcaltitlán,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,México,Texcaltitlán,México,Calle,Ignacio Zaragoza,2,,Colonia,Centro,51860,"Calle Ignacio Zaragoza 2, Colonia Centro, Texcaltitlán, México, CP. 51860",18.865738591073292,-99.89675878761864,Validada,Anuario Estadístico 2025,
U_ISSSTE_454,MCIST000471,015-213-14,Convenio,En Operación,Consultorio de Atención Familiar Valle de Bravo,CAF Valle de Bravo,Valle de Bravo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,México,Donato Guerra,México,Carretera,Libre Monumento Valle de Bravo,S/N,,Ranchería,de San Martín Obispo,51050,"Carretera Libre Monumento Valle de Bravo S/N, Ranchería de San Martín Obispo, Donato Guerra, México, CP. 51050",19.326676765529175,-100.0886577224151,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a SNTE
U_ISSSTE_455,MCIST000104,015-213-16,Propia,En Operación,Unidad de Medicina Familiar Lerma de Villada (Villa Carmela),UMF Lerma de Villada (Villa Carmela),Lerma de Villada (Villa Carmela),Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Lerma,México,Avenida,20 de Noviembre,S/N,,Colonia,Centro,52000,"Avenida 20 de Noviembre S/N, Colonia Centro, Lerma, México, CP. 52000",19.288443728876047,-99.51101816006319,Validada,Anuario Estadístico 2025,
U_ISSSTE_456,MCIST000256,015-213-17,Convenio,En Operación,Consultorio de Atención Familiar Villa Cuauhtémoc,CAF Villa Cuauhtémoc,Villa Cuauhtémoc,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,México,Otzolotepec,México,Calle,Independencia,44,,Villa,Cuauhtémoc,52080,"Calle Independencia 44, Villa Cuauhtémoc, Otzolotepec, México, CP. 52080",19.420417757147526,-99.55971900152797,Validada,Anuario Estadístico 2025,
U_ISSSTE_457,MCIST000121,015-213-18,Propia,En Operación,Unidad de Medicina Familiar San Jerónimo Acazulco,UMF San Jerónimo Acazulco,San Jerónimo Acazulco,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Ocoyoacac,México,Calle,Insurgentes,S/N,,Colonia,Tepexoyuca,52723,"Calle Insurgentes S/N, Colonia Tepexoyuca, Ocoyoacac, México, CP. 52723",19.267386514258572,-99.41901843311618,Validada,Anuario Estadístico 2025,
U_ISSSTE_458,MCIST000046,015-213-19,Propia,En Operación,Unidad de Medicina Familiar Capulhuac de Mirafuentes,UMF Capulhuac de Mirafuentes,Capulhuac de Mirafuentes,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,México,Capulhuac,México,Calle,Gral. Anaya,104,,Colonia,Centro,52700,"Calle Gral. Anaya 104, Colonia Centro, Capulhuac, México, CP. 52700",19.19657035659546,-99.46107451649253,Validada,Anuario Estadístico 2025,
U_ISSSTE_459,MCIST000244,015-213-20,Convenio,En Operación,Consultorio Médico en Centro de Trabajo SAGARPA (Zinacantepec),CMCT SAGARPA (Zinacantepec),SAGARPA (Zinacantepec),Consultorio Médico en Centro de Trabajo,CMCT,Primer Nivel,No Aplica,ISSSTE,México,Zinacantepec,México,Boulevard,Adolfo López Mateos,S/N,,Colonia,Linda Vista,51356,"Boulevard Adolfo López Mateos S/N, Colonia Linda Vista, Zinacantepec, México, CP. 51356",19.291555623542934,-99.71389179896022,Validada,Anuario Estadístico 2025,
U_ISSSTE_460,PENDIENTE,015-213-23,Rentada,En Operación,Consultorio Médico en Centro de Trabajo Delegación del ISSSTE en el Estado de México,CMCT Delegación del ISSSTE en el Estado de México,Delegación del ISSSTE en el Estado de México,Consultorio Médico en Centro de Trabajo,CMCT,Primer Nivel,No Aplica,ISSSTE,México,Toluca,México,Calle,Robert Fulton,1601,,Pueblo,Santa Ana Tlapaltitlán,50071,"Calle Robert Fulton 1601, Pueblo Santa Ana Tlapaltitlán, Toluca, México, CP. 50071",19.2922875635166,-99.6233731820377,Validada,Anuario Estadístico 2025,
U_ISSSTE_461,MCIST000454,015-213-24,Convenio,En Operación,Consultorio Médico en Centro de Trabajo Conalep,CMCT Conalep,Conalep,Consultorio Médico en Centro de Trabajo,CMCT,Primer Nivel,No Aplica,ISSSTE,México,Metepec,México,Calle,16 de Septiembre,147,,Colonia,Lázaro Cárdenas,52148,"Calle 16 de Septiembre 147, Colonia Lázaro Cárdenas, Metepec, México, CP. 52148",19.252969009946977,-99.56614978707047,Validada,Anuario Estadístico 2025,
U_ISSSTE_462,MCIST000384,015-214-00,Propia,En Operación,Clínica de Medicina Familiar Pantitlán,CMF Pantitlán,Pantitlán,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,México,Nezahualcóyotl,México,Avenida,Bordo de Xochiaca,S/N,,Colonia,Benito Juárez,57000,"Avenida Bordo de Xochiaca S/N, Colonia Benito Juárez, Nezahualcóyotl, México, CP. 57000",19.42115903264583,-99.01399937290421,Validada,Anuario Estadístico 2025,
U_ISSSTE_463,MCIST000442,015-216-00,Propia,En Operación,Clínica de Medicina Familiar Cuautitlán Izcalli,CMF Cuautitlán Izcalli,Cuautitlán Izcalli,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,México,Cuautitlán Izcalli,México,Calle,Central,5B,,Colonia,Santiago Tepalcapa,54743,"Calle Central 5B, Colonia Santiago Tepalcapa, Cuautitlán Izcalli, México, CP. 54743",19.636137974511577,-99.20430109078771,Validada,Anuario Estadístico 2025,
U_ISSSTE_464,MCIST000331,015-216-01,Subrogada,En Operación,Consultorio de Atención Familiar Cuautitlán de Romero Rubio,CAF Cuautitlán de Romero Rubio,Cuautitlán de Romero Rubio,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,México,Cuautitlán,México,Avenida,del Rosal,36,,Colonia,El Paraíso,54800,"Avenida del Rosal 36, Colonia El Paraíso, Cuautitlán, México, CP. 54800",19.6625555594242,-99.17382966353031,Validada,Anuario Estadístico 2025,
U_ISSSTE_465,MCIST000326,015-216-02,Rentada,En Operación,Consultorio de Atención Familiar Villa Nicolás Romero,CAF Villa Nicolás Romero,Villa Nicolás Romero,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,México,Nicolás Romero,México,Calle,Lago Alberto,33-37,,Colonia,Los Manantiales,54420,"Calle Lago Alberto 33-37, Colonia Los Manantiales, Nicolás Romero, México, CP. 54420",19.61689045407565,-99.31057643648036,Validada,Anuario Estadístico 2025,
U_ISSSTE_466,MCIST000483,015-219-00,En Proceso de Regularización,En Operación,Clínica de Medicina Familiar con Especialidades y Quirófano Héroes Tecámac,CMFEQ Héroes Tecámac,Héroes Tecámac,Clínica de Medicina Familiar con Especialidades y Quirófano,CMFEQ,Segundo Nivel,Primer Nivel,ISSSTE,México,Tecámac,México,Avenida,Mexiquense,841,,Conjunto Habitacional,Los Héroes Tecámac,55764,"Avenida Mexiquense 841, Conjunto Habitacional Los Héroes Tecámac, Tecámac, México, CP. 55764",19.6317651087787,-99.02332268432782,Validada,Anuario Estadístico 2025,
U_ISSSTE_467,MCIST000495,015-220-00,En Proceso de Regularización,En Operación,Clínica de Medicina Familiar con Especialidades y Quirófano Juana Belén Gutiérrez de Mendoza,CMFEQ Juana Belén Gutiérrez de Mendoza,Juana Belén Gutiérrez de Mendoza,Clínica de Medicina Familiar con Especialidades y Quirófano,CMFEQ,Segundo Nivel,Primer Nivel,ISSSTE,México,Tecámac,México,Avenida,Esmeralda,S/N,,Fraccionamiento,Social Progresivo Santo Tomás Chiconautla,55765,"Avenida Esmeralda S/N, Fraccionamiento Social Progresivo Santo Tomás Chiconautla, Tecámac, México, CP. 55765",19.65888838514486,-99.00183090489423,Validada,Anuario Estadístico 2025,
U_ISSSTE_468,MNIST000202,016-205-00,Propia,En Operación,Clínica Hospital Uruapan del Progreso,CH Uruapan del Progreso,Uruapan del Progreso,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Michoacán,Uruapan,Michoacán,Calle,Estocolmo,688,,Fraccionamiento,FOVISSSTE,60160,"Calle Estocolmo 688, Fraccionamiento FOVISSSTE, Uruapan, Michoacán, CP. 60160",19.395681462362663,-102.04874990191067,Validada,Anuario Estadístico 2025,
U_ISSSTE_469,MNIST000366,016-205-02,Subrogada,En Operación,Consultorio de Atención Familiar Gabriel Zamora,CAF Gabriel Zamora,Gabriel Zamora,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Gabriel Zamora,Michoacán,Calle,20 de Noviembre,410,,Colonia,Gabriel Tepepa,62980,"Calle 20 de Noviembre 410, Colonia Gabriel Tepepa, Gabriel Zamora, Michoacán, CP. 62980",18.63777676468301,-99.16436772463159,Validada,Anuario Estadístico 2025,
U_ISSSTE_470,MNIST000552,016-205-05,Subrogada,En Operación,Consultorio de Atención Familiar Tingambato,CAF Tingambato,Tingambato,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Tingambato,Michoacán,Carretera,Pátzcuaro-Uruapan,S/N,,Barrio,Primero,60290,"Carretera Pátzcuaro-Uruapan S/N, Barrio Primero, Tingambato, Michoacán, CP. 60290",19.505419624727335,-101.85090965293385,Validada,Anuario Estadístico 2025,
U_ISSSTE_471,MNIST000330,016-205-06,Subrogada,En Operación,Consultorio de Atención Familiar Cherán,CAF Cherán,Cherán,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Cherán,Michoacán,Calle,Hidalgo Poniente,63,,Barrio,Segundo,60270,"Calle Hidalgo Poniente 63, Barrio Segundo, Cherán, Michoacán, CP. 60270",19.68614543132171,-101.95725526124117,Validada,Anuario Estadístico 2025,
U_ISSSTE_472,MNIST000441,016-205-07,Subrogada,En Operación,Consultorio de Atención Familiar Nahuatzen,CAF Nahuatzen,Nahuatzen,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Nahuatzen,Michoacán,Calle,Francisco I. Madero,99,,Barrio,Centro,60280,"Calle Francisco I. Madero 99, Barrio Centro, Nahuatzen, Michoacán, CP. 60280",19.656713512445158,-101.91693754909821,Solicitar Validación,Anuario Estadístico 2025,No fue posible encontrar el CAF. Coordenadas aproximadas
U_ISSSTE_473,MNIST000465,016-205-08,Propia,En Operación,Unidad de Medicina Familiar Paracho de Verduzco,UMF Paracho de Verduzco,Paracho de Verduzco,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Paracho,Michoacán,Calle,Jorge Rubén Romero,110,,Fraccionamiento,Villa Magisterial,60251,"Calle Jorge Rubén Romero 110, Fraccionamiento Villa Magisterial, Paracho, Michoacán, CP. 60251",19.655457441961712,-102.0531508003352,Validada,Anuario Estadístico 2025,
U_ISSSTE_474,PENDIENTE,016-205-09,Subrogada,En Operación,Consultorio de Atención Familiar Nuevo Parangaricutiro,CAF Nuevo Parangaricutiro,Nuevo Parangaricutiro,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Nuevo Parangaricutiro,Michoacán,Calle,Américas,277,,Colonia,Santiago,60490,"Calle Américas 277, Colonia Santiago, Nuevo Parangaricutiro, Michoacán, CP. 60490",19.41512157712654,-102.12510848286075,Solicitar Validación,Anuario Estadístico 2025,No localizable en CLUES
U_ISSSTE_475,MNIST000016,016-206-00,Propia,En Operación,Clínica Hospital Apatzingán de la Constitución,CH Apatzingán de la Constitución,Apatzingán de la Constitución,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Michoacán,Apatzingán,Michoacán,Calle,Filomeno Mata,117,,Colonia,Buenos Aires,60610,"Calle Filomeno Mata 117, Colonia Buenos Aires, Apatzingán, Michoacán, CP. 60610",19.100464505170475,-102.36327588106475,Validada,Anuario Estadístico 2025,
U_ISSSTE_476,MNIST000243,016-206-01,Subrogada,En Operación,Consultorio de Atención Familiar Aguililla,CAF Aguililla,Aguililla,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Aguililla,Michoacán,Calle,Melchor Ocampo,58,,Colonia,Centro,60570,"Calle Melchor Ocampo 58, Colonia Centro, Aguililla, Michoacán, CP. 60570",18.735298594771475,-102.78911476073156,Validada,Anuario Estadístico 2025,Las coordenadas envían a una farmacia
U_ISSSTE_477,MNIST000284,016-206-02,Subrogada,En Operación,Consultorio de Atención Familiar Coalcomán de Matamoros,CAF Coalcomán de Matamoros,Coalcomán de Matamoros,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Coalcomán de Vázquez Pallares,Michoacán,Calle,Nicolás Bravo,451,,Colonia,Centro,60840,"Calle Nicolás Bravo 451, Colonia Centro, Coalcomán de Vázquez Pallares, Michoacán, CP. 60840",18.781222572070863,-103.16249169481358,Solicitar Validación,Anuario Estadístico 2025,"Ubicación aproximada, no fue posible localizar la CAF"
U_ISSSTE_478,MNIST000540,016-206-03,Propia,En Operación,Unidad de Medicina Familiar Tepalcatepec,UMF Tepalcatepec,Tepalcatepec,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Tepalcatepec,Michoacán,Calle,Margaritas,S/N,,Fraccionamiento,Camelinas,60540,"Calle Margaritas S/N, Fraccionamiento Camelinas, Tepalcatepec, Michoacán, CP. 60540",19.1964148926885,-102.83826019442571,Validada,Anuario Estadístico 2025,
U_ISSSTE_479,MNIST000132,016-206-04,Propia,En Operación,Unidad de Medicina Familiar Nueva Italia de Ruiz,UMF Nueva Italia de Ruiz,Nueva Italia de Ruiz,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Múgica,Michoacán,Avenida,Lázaro Cárdenas Norte,S/N,,Colonia,Libertad,61760,"Avenida Lázaro Cárdenas Norte S/N, Colonia Libertad, Múgica, Michoacán, CP. 60540",19.030295509497044,-102.08688647951796,Validada,Anuario Estadístico 2025,
U_ISSSTE_480,MNIST000062,016-206-07,Propia,En Operación,Unidad de Medicina Familiar La Huacana,UMF La Huacana,La Huacana,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,La Huacana,Michoacán,Calle,Corregidora,72,,Colonia,Centro,61850,"Calle Corregidora 72, Colonia Centro, La Huacana, Michoacán, CP. 61850",18.9602233663667,-101.80881411471925,Validada,Anuario Estadístico 2025,
U_ISSSTE_481,MNIST000156,016-207-00,Propia,En Operación,Clínica de Medicina Familiar La Piedad de Cabadas,CMF La Piedad de Cabadas,La Piedad de Cabadas,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,La Piedad,Michoacán,Calle,Nigromante,607,,Colonia,Las Carmelitas,59375,"Calle Nigromante 607, Colonia Las Carmelitas, La Piedad, Michoacán, CP. 59375",20.346738358505466,-102.04745939690466,Validada,Anuario Estadístico 2025,
U_ISSSTE_482,MNIST000255,016-207-01,Subrogada,En Operación,Consultorio de Atención Familiar Angamacútiro de la Unión,CAF Angamacútiro de la Unión,Angamacútiro de la Unión,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Angamacutiro,Michoacán,Calle,Nicolás Bravo,16,,Colonia,Centro,58550,"Calle Nicolás Bravo 16, Colonia Centro, Angamacutiro, Michoacán, CP. 58550",20.149783967460245,-101.70987924288372,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a un laboratorio
U_ISSSTE_483,MNIST000675,016-207-02,Subrogada,En Operación,Consultorio de Atención Familiar Pastor Ortíz,CAF Pastor Ortíz,Pastor Ortíz,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,José Sixto Verduzco,Michoacán,Calle,Melchor Ocampo Sur,107,,Colonia,Centro,58540,"Calle Melchor Ocampo Sur 107, Colonia Centro, José Sixto Verduzco, Michoacán, CP. 58540",20.298138860489757,-101.5989167777391,Validada,Anuario Estadístico 2025,
U_ISSSTE_484,MNIST000470,016-207-03,Subrogada,En Operación,Consultorio de Atención Familiar Penjamillo de Degollado,CAF Penjamillo de Degollado,Penjamillo de Degollado,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Penjamillo,Michoacán,Calle,Hidalgo,337-A,,Colonia,El Calvario,59470,"Calle Hidalgo 337-A, Colonia El Calvario, Penjamillo, Michoacán, CP. 59470",20.107184302510845,-101.93739777575449,Validada,Anuario Estadístico 2025,
U_ISSSTE_485,MNIST000535,016-207-04,Subrogada,En Operación,Consultorio de Atención Familiar Tanhuato de Guerrero,CAF Tanhuato de Guerrero,Tanhuato de Guerrero,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Tanhuato,Michoacán,Prolongación,Chapultepec,30,,Colonia,Santa Cecilia,59230,"Prolongación Chapultepec 30, Colonia Santa Cecilia, Tanhuato, Michoacán, CP. 59230",20.27436486291269,-102.3306928176225,Validada,Anuario Estadístico 2025,
U_ISSSTE_486,MNIST000646,016-207-05,Subrogada,En Operación,Consultorio de Atención Familiar Yurécuaro No. 1,CAF Yurécuaro No. 1,Yurécuaro No. 1,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Yurécuaro,Michoacán,Avenida,Independencia,61-A,,Colonia,Centro,59250,"Avenida Chapultepec 61-A, Colonia Centro, Yurécuaro, Michoacán, CP. 59250",20.343199669134595,-102.28128105912313,Validada,Anuario Estadístico 2025,
U_ISSSTE_487,MNIST000231,016-208-00,Propia,En Operación,Clínica Hospital Zitácuaro,CH Zitácuaro,Zitácuaro,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Michoacán,Zitácuaro,Michoacán,Calle,Gral. Pueblita Sur,18,,Fraccionamiento,Poetas,61509,"Calle Gral. Pueblita Sur 18, Fraccionamiento Poetas, Zitácuaro, Michoacán, CP. 61509",19.431398607831103,-100.34745338562082,Validada,Anuario Estadístico 2025,
U_ISSSTE_488,MNIST000260,016-208-01,Subrogada,En Operación,Consultorio de Atención Familiar Angangueo,CAF Angangueo,Angangueo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Angangueo,Michoacán,Calle,Matamoros,6-A,,Barrio,Carrillos,61410,"Calle Matamoros 6-A, Barrio Carrillos, Angangueo, Michoacán, CP. 61410",19.616572236155672,-100.28761444849624,Validada,Anuario Estadístico 2025,
U_ISSSTE_489,MNIST000605,016-208-07,Subrogada,En Operación,Consultorio de Atención Familiar Tuxpan,CAF Tuxpan,Tuxpan,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Tuxpan,Michoacán,Avenida,Morelos Sur,1176,,Colonia,Santa Catarina,61420,"Avenida Morelos Sur 1176, Colonia Santa Catarina, Tuxpan, Michoacán, CP. 61420",19.554408388468655,-100.47044000518413,Validada,Anuario Estadístico 2025,
U_ISSSTE_490,MNIST000050,016-208-09,Propia,En Operación,Unidad de Medicina Familiar Cd. Hidalgo,UMF Cd. Hidalgo,Cd. Hidalgo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Hidalgo,Michoacán,Calle,Vidal Solis,58,,Colonia,Rosa de Castilla,61164,"Calle Vidal Solis 58, Colonia Rosa de Castilla, Hidalgo, Michoacán, CP. 61164",19.68537122001239,-100.55226174205254,Validada,Anuario Estadístico 2025,
U_ISSSTE_491,MNIST000074,016-208-10,Propia,En Operación,Unidad de Medicina Familiar Huetamo de Nuñez,UMF Huetamo de Nuñez ,Huetamo de Nuñez,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Huetamo,Michoacán,Calle,Río Balsas,18,,Colonia,Campestre,61940,"Calle Río Balsas 18, Colonia Campestre, Huetamo, Michoacán, CP. 61940",18.61732079359544,-100.9015575806312,Validada,Anuario Estadístico 2025,
U_ISSSTE_492,MNIST000226,016-209-00,Propia,En Operación,Clínica Hospital Zamora,CH Zamora,Zamora,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Michoacán,Zamora,Michoacán,Avenida,Educación,662,,Colonia,FOVISSSTE,59683,"Avenida Educación 662, Colonia FOVISSSTE, Zamora, Michoacán, CP. 59683",19.9745484517783,-102.2885217878671,Validada,Anuario Estadístico 2025,
U_ISSSTE_493,MNIST000325,016-209-01,Subrogada,En Operación,Consultorio de Atención Familiar Cotija de la Paz,CAF Cotija de la Paz,Cotija de la Paz,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Cotija,Michoacán,Calle,Mario Moreno,160,,Colonia,Centro,59940,"Calle Mario Moreno 160, Colonia Centro, Cotija, Michoacán, CP. 59940",19.80443476154198,-102.69429075458586,Solicitar Validación,Anuario Estadístico 2025,No existe forma de determinar la presencia de un CAF
U_ISSSTE_494,MNIST000045,016-209-02,Propia,En Operación,Unidad de Medicina Familiar Chilchota,UMF Chilchota,Chilchota,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Chilchota,Michoacán,Carretera,Nacional 15 (Zamora-Carapan),S/N,,Barrio,El Madrigal,59780,"Carretera Nacional 15 (Zamora-Carapan) S/N, Barrio El Madrigal, Chilchota, Michoacán, CP. 59780",19.84851073077601,-102.11110380278485,Validada,Anuario Estadístico 2025,
U_ISSSTE_495,MNIST000395,016-209-03,Subrogada,En Operación,Consultorio de Atención Familiar Ixtlán de los Herbores,CAF Ixtlán de los Herbores,Ixtlán de los Herbores,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Ixtlán,Michoacán,Calle,Portales Morelos,5,,Colonia,Centro,59280,"Calle Portales Morelos 5, Colonia Centro, Ixtlán, Michoacán, CP. 59280",20.167595388418675,-102.39404385939521,Validada,Anuario Estadístico 2025,
U_ISSSTE_496,MNIST000173,016-209-04,Propia,En Operación,Unidad de Medicina Familiar Los Reyes de Salgado,UMF Los Reyes de Salgado,Los Reyes de Salgado,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Los Reyes,Michoacán,Calle,Charapan,S/N,,Colonia,Purembe,60364,"Calle Charapan S/N, Colonia Purembe, Los Reyes, Michoacán, CP. 60364",19.589014643088486,-102.46109849377117,Validada,Anuario Estadístico 2025,
U_ISSSTE_497,MNIST000482,016-209-05,Subrogada,En Operación,Consultorio de Atención Familiar Purépero,CAF Purépero,Purépero,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Michoacán,Purépero,Michoacán,Calle,Javier Mina,164-B,,Colonia,Centro,58760,"Calle Javier Mina 164-B, Colonia Centro, Purépero, Michoacán, CP. 58760",19.911285516052658,-102.0056661825365,Validada,Anuario Estadístico 2025,
